date,push_time,log_file,name,code,cnt,cnt_max,premium_rt
2026-05-06,,cb_noredeem_20260506_1200.log,帝欧转债,127047,12,15,-0.1
2026-05-06,,cb_noredeem_20260506_1200.log,瑞丰转债,123126,12,15,1.13
2026-05-06,,cb_noredeem_20260506_1200.log,翔丰转债,123225,7,15,1.16
2026-05-06,,cb_noredeem_20260506_1200.log,星球转债,118041,5,15,1.37
2026-05-06,,cb_noredeem_20260506_1200.log,严牌转债,123243,0,15,1.52
2026-05-06,,cb_noredeem_20260506_1200.log,华特转债,118033,8,15,1.9
2026-05-06,,cb_noredeem_20260506_1230.log,帝欧转债,127047,12,15,-0.1
2026-05-06,,cb_noredeem_20260506_1230.log,瑞丰转债,123126,12,15,1.13
2026-05-06,,cb_noredeem_20260506_1230.log,翔丰转债,123225,7,15,1.16
2026-05-06,,cb_noredeem_20260506_1230.log,星球转债,118041,5,15,1.37
2026-05-06,,cb_noredeem_20260506_1230.log,严牌转债,123243,0,15,1.52
2026-05-06,,cb_noredeem_20260506_1230.log,华特转债,118033,8,15,1.9
2026-05-06,,cb_noredeem_20260506_1300.log,帝欧转债,127047,12,15,-0.1
2026-05-06,,cb_noredeem_20260506_1300.log,瑞丰转债,123126,12,15,1.13
2026-05-06,,cb_noredeem_20260506_1300.log,翔丰转债,123225,7,15,1.16
2026-05-06,,cb_noredeem_20260506_1300.log,星球转债,118041,5,15,1.37
2026-05-06,,cb_noredeem_20260506_1300.log,严牌转债,123243,0,15,1.52
2026-05-06,,cb_noredeem_20260506_1300.log,华特转债,118033,8,15,1.9
2026-05-06,,cb_noredeem_20260506_1330.log,帝欧转债,127047,12,15,-0.26
2026-05-06,,cb_noredeem_20260506_1330.log,星球转债,118041,5,15,1.15
2026-05-06,,cb_noredeem_20260506_1330.log,翔丰转债,123225,7,15,1.16
2026-05-06,,cb_noredeem_20260506_1330.log,瑞丰转债,123126,12,15,1.38
2026-05-06,,cb_noredeem_20260506_1330.log,严牌转债,123243,0,15,1.63
2026-05-06,,cb_noredeem_20260506_1330.log,华特转债,118033,8,15,1.89
2026-05-06,,cb_noredeem_20260506_1400.log,帝欧转债,127047,12,15,-0.25
2026-05-06,,cb_noredeem_20260506_1400.log,华特转债,118033,8,15,1.07
2026-05-06,,cb_noredeem_20260506_1400.log,瑞丰转债,123126,12,15,1.43
2026-05-06,,cb_noredeem_20260506_1400.log,翔丰转债,123225,7,15,1.55
2026-05-06,,cb_noredeem_20260506_1400.log,星球转债,118041,5,15,1.58
2026-05-06,,cb_noredeem_20260506_1400.log,严牌转债,123243,0,15,1.61
2026-05-06,,cb_noredeem_20260506_1430.log,华特转债,118033,8,15,-1.26
2026-05-06,,cb_noredeem_20260506_1430.log,帝欧转债,127047,12,15,0.0
2026-05-06,,cb_noredeem_20260506_1430.log,翔丰转债,123225,7,15,1.09
2026-05-06,,cb_noredeem_20260506_1430.log,瑞丰转债,123126,12,15,1.21
2026-05-06,,cb_noredeem_20260506_1430.log,严牌转债,123243,0,15,1.55
2026-05-06,,cb_noredeem_20260506_1430.log,星球转债,118041,5,15,1.71
2026-05-06,,cb_noredeem_20260506_1500.log,华特转债,118033,8,15,-0.63
2026-05-06,,cb_noredeem_20260506_1500.log,帝欧转债,127047,12,15,-0.41
2026-05-06,,cb_noredeem_20260506_1500.log,翔丰转债,123225,7,15,0.5
2026-05-06,,cb_noredeem_20260506_1500.log,星球转债,118041,5,15,0.86
2026-05-06,,cb_noredeem_20260506_1500.log,严牌转债,123243,0,15,1.14
2026-05-06,,cb_noredeem_20260506_1500.log,瑞丰转债,123126,12,15,1.31
2026-05-06,,cb_noredeem_20260506_1530.log,帝欧转债,127047,13,15,-0.93
2026-05-06,,cb_noredeem_20260506_1530.log,华特转债,118033,9,15,-0.77
2026-05-06,,cb_noredeem_20260506_1530.log,翔丰转债,123225,8,15,0.51
2026-05-06,,cb_noredeem_20260506_1530.log,严牌转债,123243,1,15,1.09
2026-05-06,,cb_noredeem_20260506_1530.log,瑞丰转债,123126,13,15,1.36
2026-05-06,,cb_noredeem_20260506_1530.log,星球转债,118041,6,15,1.41
2026-05-06,,cb_noredeem_20260506_1600.log,帝欧转债,127047,13,15,-0.93
2026-05-06,,cb_noredeem_20260506_1600.log,华特转债,118033,9,15,-0.77
2026-05-06,,cb_noredeem_20260506_1600.log,翔丰转债,123225,8,15,0.51
2026-05-06,,cb_noredeem_20260506_1600.log,严牌转债,123243,1,15,1.09
2026-05-06,,cb_noredeem_20260506_1600.log,瑞丰转债,123126,13,15,1.36
2026-05-06,,cb_noredeem_20260506_1600.log,星球转债,118041,6,15,1.41
2026-05-07,,cb_noredeem_20260507_0915.log,帝欧转债,127047,13,15,-0.93
2026-05-07,,cb_noredeem_20260507_0915.log,华特转债,118033,9,15,-0.77
2026-05-07,,cb_noredeem_20260507_0915.log,翔丰转债,123225,8,15,0.51
2026-05-07,,cb_noredeem_20260507_0915.log,严牌转债,123243,1,15,1.09
2026-05-07,,cb_noredeem_20260507_0915.log,瑞丰转债,123126,13,15,1.36
2026-05-07,,cb_noredeem_20260507_0915.log,星球转债,118041,6,15,1.41
2026-05-07,,cb_noredeem_20260507_0945.log,帝欧转债,127047,13,15,-0.22
2026-05-07,,cb_noredeem_20260507_0945.log,星球转债,118041,6,15,0.17
2026-05-07,,cb_noredeem_20260507_0945.log,华特转债,118033,9,15,0.88
2026-05-07,,cb_noredeem_20260507_0945.log,翔丰转债,123225,8,15,0.93
2026-05-07,,cb_noredeem_20260507_0945.log,瑞丰转债,123126,13,15,1.64
2026-05-07,,cb_noredeem_20260507_0945.log,严牌转债,123243,1,15,1.75
2026-05-07,,cb_noredeem_20260507_1015.log,帝欧转债,127047,13,15,-0.16
2026-05-07,,cb_noredeem_20260507_1015.log,星球转债,118041,6,15,0.07
2026-05-07,,cb_noredeem_20260507_1015.log,翔丰转债,123225,8,15,0.7
2026-05-07,,cb_noredeem_20260507_1015.log,华特转债,118033,9,15,0.77
2026-05-07,,cb_noredeem_20260507_1015.log,瑞丰转债,123126,13,15,1.11
2026-05-07,,cb_noredeem_20260507_1015.log,严牌转债,123243,1,15,1.74
2026-05-07,,cb_noredeem_20260507_1045.log,帝欧转债,127047,13,15,-0.04
2026-05-07,,cb_noredeem_20260507_1045.log,华特转债,118033,9,15,0.35
2026-05-07,,cb_noredeem_20260507_1045.log,瑞丰转债,123126,13,15,0.45
2026-05-07,,cb_noredeem_20260507_1045.log,星球转债,118041,6,15,0.47
2026-05-07,,cb_noredeem_20260507_1045.log,翔丰转债,123225,8,15,0.71
2026-05-07,,cb_noredeem_20260507_1045.log,严牌转债,123243,1,15,1.55
2026-05-07,,cb_noredeem_20260507_1115.log,帝欧转债,127047,13,15,-0.3
2026-05-07,,cb_noredeem_20260507_1115.log,瑞丰转债,123126,13,15,0.36
2026-05-07,,cb_noredeem_20260507_1115.log,翔丰转债,123225,8,15,0.58
2026-05-07,,cb_noredeem_20260507_1115.log,华特转债,118033,9,15,1.01
2026-05-07,,cb_noredeem_20260507_1115.log,星球转债,118041,6,15,1.07
2026-05-07,,cb_noredeem_20260507_1115.log,严牌转债,123243,1,15,1.26
2026-05-07,,cb_noredeem_20260507_1315.log,帝欧转债,127047,13,15,-0.12
2026-05-07,,cb_noredeem_20260507_1315.log,星球转债,118041,6,15,0.12
2026-05-07,,cb_noredeem_20260507_1315.log,瑞丰转债,123126,13,15,0.13
2026-05-07,,cb_noredeem_20260507_1315.log,翔丰转债,123225,8,15,0.54
2026-05-07,,cb_noredeem_20260507_1315.log,严牌转债,123243,1,15,1.27
2026-05-07,,cb_noredeem_20260507_1345.log,帝欧转债,127047,13,15,-0.21
2026-05-07,,cb_noredeem_20260507_1345.log,瑞丰转债,123126,13,15,0.36
2026-05-07,,cb_noredeem_20260507_1345.log,翔丰转债,123225,8,15,0.62
2026-05-07,,cb_noredeem_20260507_1345.log,星球转债,118041,6,15,0.68
2026-05-07,,cb_noredeem_20260507_1345.log,严牌转债,123243,1,15,1.05
2026-05-07,,cb_noredeem_20260507_1345.log,华特转债,118033,9,15,1.61
2026-05-07,,cb_noredeem_20260507_1415.log,帝欧转债,127047,13,15,-0.12
2026-05-07,,cb_noredeem_20260507_1415.log,翔丰转债,123225,8,15,0.36
2026-05-07,,cb_noredeem_20260507_1415.log,瑞丰转债,123126,13,15,0.37
2026-05-07,,cb_noredeem_20260507_1415.log,星球转债,118041,6,15,0.52
2026-05-07,,cb_noredeem_20260507_1415.log,华特转债,118033,9,15,1.49
2026-05-07,,cb_noredeem_20260507_1415.log,严牌转债,123243,1,15,1.53
2026-05-07,,cb_noredeem_20260507_1445.log,帝欧转债,127047,13,15,-0.22
2026-05-07,,cb_noredeem_20260507_1445.log,瑞丰转债,123126,13,15,-0.07
2026-05-07,,cb_noredeem_20260507_1445.log,星球转债,118041,6,15,0.7
2026-05-07,,cb_noredeem_20260507_1445.log,翔丰转债,123225,8,15,0.72
2026-05-07,,cb_noredeem_20260507_1445.log,华特转债,118033,9,15,1.12
2026-05-07,,cb_noredeem_20260507_1445.log,严牌转债,123243,1,15,1.52
2026-05-08,,cb_noredeem_20260508_0915.log,帝欧转债,127047,14,15,-0.39
2026-05-08,,cb_noredeem_20260508_0915.log,瑞丰转债,123126,14,15,-0.31
2026-05-08,,cb_noredeem_20260508_0915.log,翔丰转债,123225,9,15,0.43
2026-05-08,,cb_noredeem_20260508_0915.log,星球转债,118041,7,15,0.61
2026-05-08,,cb_noredeem_20260508_0915.log,严牌转债,123243,2,15,1.57
2026-05-08,,cb_noredeem_20260508_0915.log,华特转债,118033,10,15,1.67
2026-05-08,,cb_noredeem_20260508_0945.log,帝欧转债,127047,14,15,0.12
2026-05-08,,cb_noredeem_20260508_0945.log,瑞丰转债,123126,14,15,0.49
2026-05-08,,cb_noredeem_20260508_0945.log,翔丰转债,123225,9,15,0.85
2026-05-08,,cb_noredeem_20260508_0945.log,严牌转债,123243,2,15,1.36
2026-05-08,,cb_noredeem_20260508_1015.log,瑞丰转债,123126,14,15,-0.56
2026-05-08,,cb_noredeem_20260508_1015.log,帝欧转债,127047,14,15,-0.28
2026-05-08,,cb_noredeem_20260508_1015.log,翔丰转债,123225,9,15,0.95
2026-05-08,,cb_noredeem_20260508_1045.log,瑞丰转债,123126,14,15,-0.98
2026-05-08,,cb_noredeem_20260508_1045.log,帝欧转债,127047,14,15,-0.08
2026-05-08,,cb_noredeem_20260508_1045.log,翔丰转债,123225,9,15,0.58
2026-05-08,,cb_noredeem_20260508_1045.log,严牌转债,123243,2,15,1.31
2026-05-08,,cb_noredeem_20260508_1045.log,星球转债,118041,7,15,1.44
2026-05-08,,cb_noredeem_20260508_1045.log,华特转债,118033,10,15,1.64
2026-05-08,,cb_noredeem_20260508_1115.log,瑞丰转债,123126,14,15,-0.64
2026-05-08,,cb_noredeem_20260508_1115.log,帝欧转债,127047,14,15,-0.18
2026-05-08,,cb_noredeem_20260508_1115.log,翔丰转债,123225,9,15,0.65
2026-05-08,,cb_noredeem_20260508_1115.log,华特转债,118033,10,15,0.73
2026-05-08,,cb_noredeem_20260508_1115.log,星球转债,118041,7,15,0.95
2026-05-08,,cb_noredeem_20260508_1115.log,严牌转债,123243,2,15,1.58
2026-05-08,,cb_noredeem_20260508_1315.log,瑞丰转债,123126,14,15,-0.56
2026-05-08,,cb_noredeem_20260508_1315.log,华特转债,118033,10,15,-0.07
2026-05-08,,cb_noredeem_20260508_1315.log,翔丰转债,123225,9,15,0.56
2026-05-08,,cb_noredeem_20260508_1315.log,星球转债,118041,7,15,0.8
2026-05-08,,cb_noredeem_20260508_1315.log,严牌转债,123243,2,15,1.76
2026-05-08,,cb_noredeem_20260508_1345.log,瑞丰转债,123126,14,15,-0.22
2026-05-08,,cb_noredeem_20260508_1345.log,星球转债,118041,7,15,0.38
2026-05-08,,cb_noredeem_20260508_1345.log,华特转债,118033,10,15,0.51
2026-05-08,,cb_noredeem_20260508_1345.log,翔丰转债,123225,9,15,0.82
2026-05-08,,cb_noredeem_20260508_1345.log,严牌转债,123243,2,15,1.14
2026-05-08,,cb_noredeem_20260508_1345.log,帝欧转债,127047,14,15,1.82
2026-05-08,,cb_noredeem_20260508_1415.log,瑞丰转债,123126,14,15,-0.16
2026-05-08,,cb_noredeem_20260508_1415.log,华特转债,118033,10,15,0.29
2026-05-08,,cb_noredeem_20260508_1415.log,翔丰转债,123225,9,15,0.66
2026-05-08,,cb_noredeem_20260508_1415.log,星球转债,118041,7,15,0.77
2026-05-08,,cb_noredeem_20260508_1415.log,严牌转债,123243,2,15,1.18
2026-05-08,,cb_noredeem_20260508_1415.log,帝欧转债,127047,14,15,1.88
2026-05-08,,cb_noredeem_20260508_1445.log,华特转债,118033,10,15,-0.3
2026-05-08,,cb_noredeem_20260508_1445.log,瑞丰转债,123126,14,15,-0.11
2026-05-08,,cb_noredeem_20260508_1445.log,星球转债,118041,7,15,0.62
2026-05-08,,cb_noredeem_20260508_1445.log,翔丰转债,123225,9,15,1.0
2026-05-08,,cb_noredeem_20260508_1445.log,严牌转债,123243,2,15,1.17
2026-05-08,,cb_noredeem_20260508_1445.log,帝欧转债,127047,14,15,1.33
2026-05-08,,cb_noredeem_20260508_1445.log,超声转债,127026,5,15,1.68
2026-05-11,,cb_noredeem_20260511_0915.log,华特转债,118033,11,15,-0.2
2026-05-11,,cb_noredeem_20260511_0915.log,星球转债,118041,8,15,0.82
2026-05-11,,cb_noredeem_20260511_0915.log,翔丰转债,123225,10,15,0.96
2026-05-11,,cb_noredeem_20260511_0915.log,严牌转债,123243,3,15,1.26
2026-05-11,,cb_noredeem_20260511_0945.log,华特转债,118033,11,15,0.01
2026-05-11,,cb_noredeem_20260511_0945.log,星球转债,118041,8,15,0.66
2026-05-11,,cb_noredeem_20260511_0945.log,严牌转债,123243,3,15,1.07
2026-05-11,,cb_noredeem_20260511_0945.log,翔丰转债,123225,10,15,1.17
2026-05-11,,cb_noredeem_20260511_0945.log,永贵转债,123253,2,15,1.75
2026-05-11,,cb_noredeem_20260511_1015.log,华特转债,118033,11,15,-0.03
2026-05-11,,cb_noredeem_20260511_1015.log,星球转债,118041,8,15,0.6
2026-05-11,,cb_noredeem_20260511_1015.log,翔丰转债,123225,10,15,0.84
2026-05-11,,cb_noredeem_20260511_1015.log,永贵转债,123253,2,15,0.93
2026-05-11,,cb_noredeem_20260511_1015.log,严牌转债,123243,3,15,1.14
2026-05-11,,cb_noredeem_20260511_1045.log,华特转债,118033,11,15,0.3
2026-05-11,,cb_noredeem_20260511_1045.log,星球转债,118041,8,15,1.17
2026-05-11,,cb_noredeem_20260511_1045.log,翔丰转债,123225,10,15,1.18
2026-05-11,,cb_noredeem_20260511_1045.log,严牌转债,123243,3,15,1.25
2026-05-11,,cb_noredeem_20260511_1115.log,华特转债,118033,11,15,-0.1
2026-05-11,,cb_noredeem_20260511_1115.log,翔丰转债,123225,10,15,1.09
2026-05-11,,cb_noredeem_20260511_1115.log,严牌转债,123243,3,15,1.73
2026-05-11,,cb_noredeem_20260511_1115.log,星球转债,118041,8,15,1.81
2026-05-11,,cb_noredeem_20260511_1315.log,华特转债,118033,11,15,-0.6
2026-05-11,,cb_noredeem_20260511_1315.log,翔丰转债,123225,10,15,1.08
2026-05-11,,cb_noredeem_20260511_1315.log,严牌转债,123243,3,15,1.31
2026-05-11,,cb_noredeem_20260511_1345.log,华特转债,118033,11,15,-0.64
2026-05-11,,cb_noredeem_20260511_1345.log,翔丰转债,123225,10,15,1.06
2026-05-11,,cb_noredeem_20260511_1345.log,严牌转债,123243,3,15,1.45
2026-05-11,,cb_noredeem_20260511_1415.log,华特转债,118033,11,15,-0.81
2026-05-11,,cb_noredeem_20260511_1415.log,翔丰转债,123225,10,15,1.09
2026-05-11,,cb_noredeem_20260511_1415.log,严牌转债,123243,3,15,1.53
2026-05-11,,cb_noredeem_20260511_1445.log,华特转债,118033,11,15,-0.82
2026-05-11,,cb_noredeem_20260511_1445.log,翔丰转债,123225,10,15,0.8
2026-05-11,,cb_noredeem_20260511_1445.log,严牌转债,123243,3,15,1.1
2026-05-12,,cb_noredeem_20260512_0915.log,华特转债,118033,12,15,-1.22
2026-05-12,,cb_noredeem_20260512_0915.log,翔丰转债,123225,11,15,0.5
2026-05-12,,cb_noredeem_20260512_0915.log,严牌转债,123243,4,15,1.26
2026-05-12,,cb_noredeem_20260512_0945.log,华特转债,118033,12,15,-0.06
2026-05-12,,cb_noredeem_20260512_0945.log,严牌转债,123243,4,15,1.14
2026-05-12,,cb_noredeem_20260512_0945.log,翔丰转债,123225,11,15,1.29
2026-05-12,,cb_noredeem_20260512_1015.log,华特转债,118033,12,15,-0.69
2026-05-12,,cb_noredeem_20260512_1015.log,严牌转债,123243,4,15,0.63
2026-05-12,,cb_noredeem_20260512_1015.log,翔丰转债,123225,11,15,1.09
2026-05-12,,cb_noredeem_20260512_1045.log,华特转债,118033,12,15,-0.52
2026-05-12,,cb_noredeem_20260512_1045.log,翔丰转债,123225,11,15,0.93
2026-05-12,,cb_noredeem_20260512_1045.log,严牌转债,123243,4,15,1.11
2026-05-12,,cb_noredeem_20260512_1115.log,华特转债,118033,12,15,0.26
2026-05-12,,cb_noredeem_20260512_1115.log,严牌转债,123243,4,15,0.39
2026-05-12,,cb_noredeem_20260512_1115.log,翔丰转债,123225,11,15,0.98
2026-05-12,,cb_noredeem_20260512_1115.log,帝尔转债,123121,14,15,1.27
2026-05-12,,cb_noredeem_20260512_1115.log,洁美转债,128137,1,15,1.62
2026-05-12,,cb_noredeem_20260512_1315.log,华特转债,118033,12,15,0.6
2026-05-12,,cb_noredeem_20260512_1315.log,严牌转债,123243,4,15,1.13
2026-05-12,,cb_noredeem_20260512_1315.log,翔丰转债,123225,11,15,1.32
2026-05-12,,cb_noredeem_20260512_1345.log,华特转债,118033,12,15,-0.1
2026-05-12,,cb_noredeem_20260512_1345.log,严牌转债,123243,4,15,0.83
2026-05-12,,cb_noredeem_20260512_1345.log,翔丰转债,123225,11,15,1.25
2026-05-12,,cb_noredeem_20260512_1345.log,帝尔转债,123121,14,15,1.66
2026-05-12,,cb_noredeem_20260512_1415.log,华特转债,118033,12,15,-0.09
2026-05-12,,cb_noredeem_20260512_1415.log,严牌转债,123243,4,15,0.45
2026-05-12,,cb_noredeem_20260512_1415.log,翔丰转债,123225,11,15,1.04
2026-05-12,,cb_noredeem_20260512_1415.log,帝尔转债,123121,14,15,1.65
2026-05-12,,cb_noredeem_20260512_1445.log,华特转债,118033,12,15,-0.33
2026-05-12,,cb_noredeem_20260512_1445.log,翔丰转债,123225,11,15,-0.02
2026-05-12,,cb_noredeem_20260512_1445.log,严牌转债,123243,4,15,0.13
2026-05-12,,cb_noredeem_20260512_1445.log,帝尔转债,123121,14,15,0.99
2026-05-12,,cb_noredeem_20260512_1445.log,洁美转债,128137,1,15,1.67
2026-05-12,,cb_noredeem_20260512_1445.log,超声转债,127026,7,15,1.87
2026-05-13,,cb_noredeem_20260513_0915.log,严牌转债,123243,5,15,0.11
2026-05-13,,cb_noredeem_20260513_0915.log,翔丰转债,123225,12,15,0.27
2026-05-13,,cb_noredeem_20260513_0915.log,华特转债,118033,13,15,0.78
2026-05-13,,cb_noredeem_20260513_0915.log,洁美转债,128137,2,15,1.29
2026-05-13,,cb_noredeem_20260513_0915.log,京源转债,118016,2,15,1.8
2026-05-13,,cb_noredeem_20260513_0915.log,超声转债,127026,8,15,1.82
2026-05-13,,cb_noredeem_20260513_0945.log,翔丰转债,123225,12,15,-0.03
2026-05-13,,cb_noredeem_20260513_0945.log,严牌转债,123243,5,15,0.28
2026-05-13,,cb_noredeem_20260513_0945.log,华特转债,118033,13,15,0.36
2026-05-13,,cb_noredeem_20260513_0945.log,超声转债,127026,8,15,1.71
2026-05-13,,cb_noredeem_20260513_0945.log,星球转债,118041,10,15,1.78
2026-05-13,,cb_noredeem_20260513_1015.log,华特转债,118033,13,15,-0.25
2026-05-13,,cb_noredeem_20260513_1015.log,翔丰转债,123225,12,15,-0.16
2026-05-13,,cb_noredeem_20260513_1015.log,严牌转债,123243,5,15,-0.06
2026-05-13,,cb_noredeem_20260513_1015.log,星球转债,118041,10,15,0.8
2026-05-13,,cb_noredeem_20260513_1015.log,京源转债,118016,2,15,1.43
2026-05-13,,cb_noredeem_20260513_1015.log,超声转债,127026,8,15,1.46
2026-05-13,,cb_noredeem_20260513_1045.log,翔丰转债,123225,12,15,-0.08
2026-05-13,,cb_noredeem_20260513_1045.log,华特转债,118033,13,15,-0.04
2026-05-13,,cb_noredeem_20260513_1045.log,严牌转债,123243,5,15,-0.03
2026-05-13,,cb_noredeem_20260513_1045.log,星球转债,118041,10,15,0.02
2026-05-13,,cb_noredeem_20260513_1045.log,京源转债,118016,2,15,1.21
2026-05-13,,cb_noredeem_20260513_1045.log,超声转债,127026,8,15,1.47
2026-05-13,,cb_noredeem_20260513_1045.log,佳力转债,113597,6,15,1.84
2026-05-13,,cb_noredeem_20260513_1115.log,华特转债,118033,13,15,-0.77
2026-05-13,,cb_noredeem_20260513_1115.log,星球转债,118041,10,15,-0.64
2026-05-13,,cb_noredeem_20260513_1115.log,严牌转债,123243,5,15,-0.29
2026-05-13,,cb_noredeem_20260513_1115.log,翔丰转债,123225,12,15,0.14
2026-05-13,,cb_noredeem_20260513_1115.log,超声转债,127026,8,15,0.5
2026-05-13,,cb_noredeem_20260513_1115.log,京源转债,118016,2,15,1.55
2026-05-13,,cb_noredeem_20260513_1315.log,星球转债,118041,10,15,-1.05
2026-05-13,,cb_noredeem_20260513_1315.log,华特转债,118033,13,15,-0.17
2026-05-13,,cb_noredeem_20260513_1315.log,翔丰转债,123225,12,15,-0.13
2026-05-13,,cb_noredeem_20260513_1315.log,严牌转债,123243,5,15,-0.08
2026-05-13,,cb_noredeem_20260513_1315.log,超声转债,127026,8,15,1.52
2026-05-13,,cb_noredeem_20260513_1345.log,星球转债,118041,10,15,-1.29
2026-05-13,,cb_noredeem_20260513_1345.log,翔丰转债,123225,12,15,-0.24
2026-05-13,,cb_noredeem_20260513_1345.log,严牌转债,123243,5,15,-0.05
2026-05-13,,cb_noredeem_20260513_1345.log,华特转债,118033,13,15,-0.03
2026-05-13,,cb_noredeem_20260513_1345.log,金埔转债,123198,2,15,1.59
2026-05-13,,cb_noredeem_20260513_1345.log,超声转债,127026,8,15,1.7
2026-05-13,,cb_noredeem_20260513_1415.log,华特转债,118033,13,15,-1.55
2026-05-13,,cb_noredeem_20260513_1415.log,星球转债,118041,10,15,-1.24
2026-05-13,,cb_noredeem_20260513_1415.log,翔丰转债,123225,12,15,-0.05
2026-05-13,,cb_noredeem_20260513_1415.log,严牌转债,123243,5,15,0.21
2026-05-13,,cb_noredeem_20260513_1415.log,超声转债,127026,8,15,1.87
2026-05-13,,cb_noredeem_20260513_1445.log,华特转债,118033,13,15,-0.98
2026-05-13,,cb_noredeem_20260513_1445.log,星球转债,118041,10,15,-0.95
2026-05-13,,cb_noredeem_20260513_1445.log,翔丰转债,123225,12,15,-0.25
2026-05-13,,cb_noredeem_20260513_1445.log,严牌转债,123243,5,15,0.56
2026-05-13,,cb_noredeem_20260513_1445.log,超声转债,127026,8,15,1.7
2026-05-14,,cb_noredeem_20260514_0915.log,星球转债,118041,11,15,-1.15
2026-05-14,,cb_noredeem_20260514_0915.log,华特转债,118033,14,15,-0.73
2026-05-14,,cb_noredeem_20260514_0915.log,翔丰转债,123225,13,15,-0.38
2026-05-14,,cb_noredeem_20260514_0915.log,严牌转债,123243,6,15,0.07
2026-05-14,,cb_noredeem_20260514_0915.log,超声转债,127026,9,15,1.49
2026-05-14,,cb_noredeem_20260514_0945.log,瑞科转债,118018,5,15,-1.26
2026-05-14,,cb_noredeem_20260514_0945.log,华特转债,118033,14,15,-0.58
2026-05-14,,cb_noredeem_20260514_0945.log,星球转债,118041,11,15,0.31
2026-05-14,,cb_noredeem_20260514_0945.log,严牌转债,123243,6,15,0.65
2026-05-14,,cb_noredeem_20260514_0945.log,金埔转债,123198,3,15,1.23
2026-05-14,,cb_noredeem_20260514_0945.log,翔丰转债,123225,13,15,1.26
2026-05-14,,cb_noredeem_20260514_0945.log,超声转债,127026,9,15,1.45
2026-05-14,,cb_noredeem_20260514_1015.log,星球转债,118041,11,15,-1.02
2026-05-14,,cb_noredeem_20260514_1015.log,华特转债,118033,14,15,0.15
2026-05-14,,cb_noredeem_20260514_1015.log,严牌转债,123243,6,15,0.26
2026-05-14,,cb_noredeem_20260514_1015.log,瑞科转债,118018,5,15,0.3
2026-05-14,,cb_noredeem_20260514_1015.log,金埔转债,123198,3,15,0.4
2026-05-14,,cb_noredeem_20260514_1015.log,翔丰转债,123225,13,15,0.66
2026-05-14,,cb_noredeem_20260514_1015.log,洁美转债,128137,3,15,0.79
2026-05-14,,cb_noredeem_20260514_1015.log,超声转债,127026,9,15,1.34
2026-05-14,,cb_noredeem_20260514_1015.log,利柏转债,111023,6,15,1.74
2026-05-14,,cb_noredeem_20260514_1015.log,京源转债,118016,3,15,1.94
2026-05-14,,cb_noredeem_20260514_1045.log,星球转债,118041,11,15,-0.47
2026-05-14,,cb_noredeem_20260514_1045.log,金埔转债,123198,3,15,0.15
2026-05-14,,cb_noredeem_20260514_1045.log,严牌转债,123243,6,15,0.15
2026-05-14,,cb_noredeem_20260514_1045.log,瑞科转债,118018,5,15,0.38
2026-05-14,,cb_noredeem_20260514_1045.log,洁美转债,128137,3,15,0.51
2026-05-14,,cb_noredeem_20260514_1045.log,华特转债,118033,14,15,0.53
2026-05-14,,cb_noredeem_20260514_1045.log,翔丰转债,123225,13,15,1.05
2026-05-14,,cb_noredeem_20260514_1045.log,利柏转债,111023,6,15,1.92
2026-05-14,,cb_noredeem_20260514_1115.log,星球转债,118041,11,15,-0.66
2026-05-14,,cb_noredeem_20260514_1115.log,华特转债,118033,14,15,-0.24
2026-05-14,,cb_noredeem_20260514_1115.log,严牌转债,123243,6,15,0.09
2026-05-14,,cb_noredeem_20260514_1115.log,洁美转债,128137,3,15,0.17
2026-05-14,,cb_noredeem_20260514_1115.log,翔丰转债,123225,13,15,0.51
2026-05-14,,cb_noredeem_20260514_1115.log,瑞科转债,118018,5,15,0.55
2026-05-14,,cb_noredeem_20260514_1115.log,金埔转债,123198,3,15,0.64
2026-05-14,,cb_noredeem_20260514_1115.log,超声转债,127026,9,15,1.93
2026-05-14,,cb_noredeem_20260514_1315.log,星球转债,118041,11,15,-0.87
2026-05-14,,cb_noredeem_20260514_1315.log,华特转债,118033,14,15,-0.66
2026-05-14,,cb_noredeem_20260514_1315.log,瑞科转债,118018,5,15,-0.18
2026-05-14,,cb_noredeem_20260514_1315.log,严牌转债,123243,6,15,-0.06
2026-05-14,,cb_noredeem_20260514_1315.log,洁美转债,128137,3,15,0.0
2026-05-14,,cb_noredeem_20260514_1315.log,金埔转债,123198,3,15,0.29
2026-05-14,,cb_noredeem_20260514_1315.log,翔丰转债,123225,13,15,0.59
2026-05-14,,cb_noredeem_20260514_1315.log,超声转债,127026,9,15,1.39
2026-05-14,,cb_noredeem_20260514_1345.log,瑞科转债,118018,5,15,-1.75
2026-05-14,,cb_noredeem_20260514_1345.log,星球转债,118041,11,15,-1.18
2026-05-14,,cb_noredeem_20260514_1345.log,金埔转债,123198,3,15,-0.6
2026-05-14,,cb_noredeem_20260514_1345.log,华特转债,118033,14,15,-0.57
2026-05-14,,cb_noredeem_20260514_1345.log,严牌转债,123243,6,15,-0.16
2026-05-14,,cb_noredeem_20260514_1345.log,翔丰转债,123225,13,15,0.88
2026-05-14,,cb_noredeem_20260514_1345.log,超声转债,127026,9,15,1.06
2026-05-14,,cb_noredeem_20260514_1345.log,洁美转债,128137,3,15,1.42
